query name,avg_round
associate bindings instance with scope,0.0
return copy of this localdatetime with number of nanoseconds,0.0
map key to value,0.0
add attribute to set,0.0
enable authentication on context,0.0
resolve path against parent path,0.0
compare object with x500principal,0.0
set component to right,0.0
add attribute to attribute,1.0
set location of the window relative according to scenarios,0.0
return tab component at index,0.0
return activation descriptor for object,0.0
return data array element from bank,1.429
set orientation to neworientation,0.0
return iterator over soapheaderelement objects,0.0
render glyphs as superscript,0.0
set object for event,0.0
set samples for rectangle of pixels,0.0
write sql clob value to stream,0.0
set number of digits to right of the decimal point,0.0
initialize cipher with key,0.0
associate value with key,1.833
convert string argument into int value,0.0
create peer for component,0.0
convert object to stream of the mime type,0.0
return value for attribute,1.0
set size from passed,0.0
return number of attributes in list,0.0
remove imageconsumer from list of interested consumers,0.0
perform update on digest,0.0
append component to end of this menu,0.0
return copy of this localdate with altered,0.0
invoke selectinitialvalue method on ui,0.0
return java language modifiers for field,0.0
render range in model,0.0
return copy of this period with months,0.0
initialize method from stream,0.0
return iterator over child nodes of this element,0.0
disable output stream for socket,0.0
create jmenuitem for actions,0.0
remove attribute listener from print job,0.0
return distance from point,0.0
return iterator over children of this node,0.0
create spliterator over elements,1.0
return copy of this formatter with decimalstyle,0.0
add value client property to component,0.0
select object from list,0.0
get property in implementation of unmarshaller,0.0
compare field with objectstreamfield,0.0
return copy of this localdatetime with number of seconds,0.0
alter source node from document,0.0
obtain minguodate from object,0.0
return justification information for glyph,0.0
return hashcode for proxy,0.0
get domain name for ip address,0.0
set bits from fromindex,0.0
obtain instance of zoneddatetime from instant,0.0
return thread info for thread,1.0
get message from message context,0.0
return copy of this localdatetime with number of hours,0.0
return tooltip text for component,0.0
retrieve attribute in sqlinputimpl object,1.636
get number of columns in text field,0.0
move position of the caret from coordinates of a mouse event,0.0
broadcast start of a thumbnail by calling,0.0
get identifier for source,0.0
return iterator over sequence of string objects,0.0
add subcode to end of the sequence of subcodes,0.0
obtain instance of duration from amount,0.0
append component to end of this container,0.0
set element at position,2.0
return letter abbreviation for country,0.0
return hash code value for simpletype instance,0.0
return doublestream with array,0.0
return hash code for bigdecimal,0.0
retrieve change information for event,0.0
set parameter to input stream,0.0
subtract object from object,0.0
return name item in collection,0.0
return modifier mask for event,1.0
set transform to rotation transformation,0.0
get identifier for webservicefeature,0.0
return index into input string of the position,0.0
set handlerresolver for service instance,0.0
set target objects for relation,0.0
return size in bits,0.0
insert string at index/,0.0
register parameter to jdbc type,0.0
represent file in jfilechooser,0.0
set samples in band,0.0
write array of bytes to sqloutputimpl,0.0
remove components from vector,0.0
return hash code value for size attribute,0.0
write bytes of length information to output stream,1.0
return copy of this zoneddatetime with number of days,0.0
write byte to output stream,2.0
return font from defaults,0.0
compute hash code for color,0.0
return index within string of the last occurrence of the specified character,1.0
get value for key,1.0
read bytes from stream,1.778
set data array element to double,1.0
delete address at index posn,0.0
remove object from list of listeners,0.0
insert element into queue,1.0
intersect clip with interior of the specified shape,0.0
return enumeration value table for class fidelity,0.0
return sample in band,0.0
indicate cursor location in screen,0.0
write idl character value to output stream,1.0
return hashcode for kerberosticket,0.0
fork tasks in collection,0.0
move cursor to row number,0.0
invoke modeltoview method on ui,0.0
compare mbeanattributeinfo to another,0.0
create componentinputmapuiresource from keys,0.0
return integer number format for locale,0.0
install listeners on button,0.0
remove element at position,1.0
add listener to list,0.0
return hash code for string,0.0
append element to end of this list,0.0
return hash code value for bit,0.0
obtain input stream with encoding,0.0
retrieve value of the designated column in row of this resultset object,1.474
compare duration to duration,0.0
return copy of this localdatetime with nano,0.0
parse string argument as integer,1.0
move file to directory,0.0
read value from stream,0.0
return hash code for objectimpl,0.0
set gap between components,1.0
initialize list properties as such,0.0
create raster with size,0.0
mark position in stream,1.0
retrieve jdbc version number for driver,1.0
return date in sequence,1.0
remove menudragmouselistener from menu item,0.0
locate value editor for target type,0.0
append text of a date time field to formatter,1.667
generate object from specification,1.0
return iterator over elements,1.0
append time zone as such,1.0
parse string argument as boolean,0.0
get symbol of this currency for default display locale,0.0
associate document object with node,0.0
return map of the specified dataflavors to string,0.0
get help menu for menu bar,0.0
return imagereadercorresponding to imagewriter,0.0
fetch attribute for attribute name,0.0
create object from int,0.0
